id,question,link_1,link_2,predict_answer
4806,What type of instrument is the oboe da caccia?,https://en.wikipedia.org/wiki/Oboe_da_caccia,https://en.wikipedia.org/wiki/Baroque_instruments,double reed woodwind
4807,What are hydrazines classified as?,https://en.wikipedia.org/wiki/Hydrazines,https://en.wikipedia.org/wiki/Hydrazine,chemical compounds with two nitrogen atoms linked via a covalent bond
4808,What is the name of the road from Colonia Touriño to Cordón?,"https://en.wikipedia.org/wiki/Prince_Luigi_Amedeo,_Duke_of_the_Abruzzi",https://en.wikipedia.org/wiki/Wikipedia:CHECKWIKI/WPC_046_dump,empty
4809,XHFRE is a what?,https://en.wikipedia.org/wiki/XHFRE-FM,https://en.wikipedia.org/wiki/Category:Radio_stations_in_Zacatecas,radio station
4810,How many people lived at the peak of Mount Walker West in 2016?,"https://en.wikipedia.org/wiki/Mount_Walker_West,_Queensland","https://en.wikipedia.org/wiki/Quilcene,_Washington",19
4811,Which of the automobile manufacturers did a study on polo hybrids in 2008?,https://en.wikipedia.org/wiki/Volkswagen,https://en.wikipedia.org/wiki/Hybrid_vehicle,empty
4812,What was the name of the short film that was released in 1914?,https://en.wikipedia.org/wiki/1914_in_film,https://en.wikipedia.org/wiki/The_Tramp,Mabel's Strange Predicament
4813,How much did it cost to build the Xiaolangdi dam?,https://en.wikipedia.org/wiki/Xiaolangdi_Dam,https://en.wikipedia.org/wiki/North_China_Plain,"1,836 MW"
4814,How many pitching appearances did King have in the World Series?,https://en.wikipedia.org/wiki/Babe_Ruth,https://en.wikipedia.org/wiki/Pete_Rose,29
4815,What year did Leon Abner Quillen start his professional baseball career?,https://en.wikipedia.org/wiki/Lee_Quillen,https://en.wikipedia.org/wiki/List_of_people_from_Illinois,1902
4816,When was the first Faint album released?,https://en.wikipedia.org/wiki/Media_(album),https://en.wikipedia.org/wiki/The_Faint,"March 24, 1998"
4817,What was the men's event in 2008?,https://en.wikipedia.org/wiki/Gymnastics_at_the_2008_Summer_Olympics,https://en.wikipedia.org/wiki/Swimming_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_100_metre_butterfly,100 metre butterfly
4818,Where is the Veith House located?,https://en.wikipedia.org/wiki/Veith_House,https://en.wikipedia.org/wiki/Walter_Veith,"3115 Veith St in the North End of the Halifax Regional Municipality, Nova Scotia, Canada"
4819,Who owns Arricano Real Estate plc?,https://en.wikipedia.org/wiki/Arricano_Real_Estate_plc,https://en.wikipedia.org/wiki/Andrey_Adamovskiy,Assofit Holdings Limited
4820,How many wards are in the Salem city corporation?,https://en.wikipedia.org/wiki/Salem_City_Municipal_Corporation,"https://en.wikipedia.org/wiki/Salem,_Tamil_Nadu",72
4821,Who is the multi-instrumentalist and multi-instrumentalist known as?,https://en.wikipedia.org/wiki/Multi-instrumentalist,https://en.wikipedia.org/wiki/Prince_(musician),doubling
4822,Who hosted the Men's FIH Champions Trophy in 2008?,https://en.wikipedia.org/wiki/2008_Men%27s_Hockey_Champions_Trophy,https://en.wikipedia.org/wiki/Hockey_Champions_Trophy,"Rotterdam, Netherlands"
4823,How long did Alexander Gynes play for the Georgetown University Bruins?,https://en.wikipedia.org/wiki/Wikipedia:CHECKWIKI/WPC_064_dump,-,1967
4824,When did the Immunological Genome Project begin?,https://en.wikipedia.org/wiki/Immunological_Genome_Project,https://en.wikipedia.org/wiki/Human_Genome_Project,empty
4825,When was the 50th anniversary of the founding of the People's Republic of China held?,https://en.wikipedia.org/wiki/50th_anniversary_of_the_People%27s_Republic_of_China,https://en.wikipedia.org/wiki/70th_anniversary_of_the_People%27s_Republic_of_China,1 October 1999
4826,What country do the red moths belong to?,https://en.wikipedia.org/wiki/Indianmeal_moth,https://en.wikipedia.org/wiki/Cinnabar_moth,empty
4827,What was the name of the first album released by Charlie Wilson?,https://en.wikipedia.org/wiki/Charlie_Wilson_(singer),"https://en.wikipedia.org/wiki/Charlie,_Last_Name_Wilson","Charlie, Last Name Wilson"
4828,Who wrote the 'Deported Women of the SS Special Section'?,https://en.wikipedia.org/wiki/Deported_Women_of_the_SS_Special_Section,https://en.wikipedia.org/wiki/Rino_Di_Silvestro,Liliana Cavani's art film Il portiere di notte and Tinto Brass
4829,What was the name of the first movie theater in Los Angeles?,https://en.wikipedia.org/wiki/History_of_cinema_in_the_United_States,https://en.wikipedia.org/wiki/Grauman%27s_Chinese_Theatre,Tally's Electric Theater
4830,Where did the 2015 Montreux Volley Masters take place?,https://en.wikipedia.org/wiki/2015_Montreux_Volley_Masters,https://en.wikipedia.org/wiki/2015_Montreux_Volley_Masters_squads,"Montreux, Switzerland"
4831,How many films did she appear in?,https://en.wikipedia.org/wiki/Bette_Davis,https://en.wikipedia.org/wiki/Cher_filmography,eighteen
4832,What is the name of the largest department of Nicaragua?,https://en.wikipedia.org/wiki/Departments_of_Nicaragua,https://en.wikipedia.org/wiki/Nicaragua,Zelaya
4833,When was the Oushan X7 first introduced?,https://en.wikipedia.org/wiki/Oshan_X7,https://en.wikipedia.org/wiki/Changan_Automobile,1937
4834,What is Patricia Ocampo known for?,https://en.wikipedia.org/wiki/Patricia_Ocampo,https://en.wikipedia.org/wiki/File:Patricia_Ocampo.jpg,community development and creation of libraries in Misiones Province
4835,What is the scientific name for the moth known as?,https://en.wikipedia.org/wiki/Moth,https://en.wikipedia.org/wiki/Lepidoptera,larvae
4836,What is the name of the first sports museum in Kolkata?,https://en.wikipedia.org/wiki/Fanattic_Sports_Museum,https://en.wikipedia.org/wiki/Netaji_Subhas_National_Institute_of_Sports,Fanattic Sports Museum
4837,Where did Soft rock originate?,https://en.wikipedia.org/wiki/Soft_rock,https://en.wikipedia.org/wiki/Pop_rock,Southern California and in the United Kingdom
4838,When was the first annual professional wrestling major event produced by IWRG?,https://en.wikipedia.org/wiki/Rebeli%C3%B3n_de_los_Juniors_(2011),https://en.wikipedia.org/wiki/IWRG_18th_Anniversary_Show,"March 27, 2011"
4839,What is the ZIP code for the Port Morris neighborhood?,"https://en.wikipedia.org/wiki/Port_Morris,_Bronx","https://en.wikipedia.org/wiki/Port_Morris,_New_Jersey",10454
4840,When was the Tambangan formed?,https://en.wikipedia.org/wiki/Inalum,https://en.wikipedia.org/wiki/Tug_of_war,"July 7, 1975"
4841,What was the name of the auxiliary water tender that was converted to passenger railways?,https://en.wikipedia.org/wiki/Tender_(rail),https://en.wikipedia.org/wiki/Steam_locomotive,economiser type
4842,What Deborah Copenhaver Fellows is an artist?,https://en.wikipedia.org/wiki/Deborah_Copenhaver_Fellows,https://en.wikipedia.org/wiki/Statue_of_Barry_Goldwater,sculptor
4843,How many properties are listed on the National Register of Historic Places?,https://en.wikipedia.org/wiki/National_Register_of_Historic_Places,https://en.wikipedia.org/wiki/United_States_National_Register_of_Historic_Places_listings,The National Register of Historic Places automatically includes all National Historic
4844,Where does the most population of Somalis live?,https://en.wikipedia.org/wiki/Somali_diaspora,https://en.wikipedia.org/wiki/Somali_Americans,empty
4845,What is the name of the agreement that oversees the nomenclature of pharmaceuticals?,https://en.wikipedia.org/wiki/International_nonproprietary_name,https://en.wikipedia.org/wiki/Pharmacist,collaborative practice agreement
4846,What is the cause of Sabinas brittle hair syndrome?,https://en.wikipedia.org/wiki/Sabinas_brittle_hair_syndrome,https://en.wikipedia.org/wiki/Pili_torti,inherited as an autosomal recessive genetic trait
4847,What year did Sheffield City Council acquire both Wesley College and SRGS?,https://en.wikipedia.org/wiki/Sheffield_Collegiate_School,https://en.wikipedia.org/wiki/Sheffield_Grammar_School,1905
4848,In what modern country is the tomb of The Unknown Warrior located?,https://en.wikipedia.org/wiki/Tomb_of_the_Unknown_Soldier,https://en.wikipedia.org/wiki/The_Unknown_Warrior,UK
4849,Who is the 52nd President of Argentina ?,https://en.wikipedia.org/wiki/Mauricio_Macri,https://en.wikipedia.org/wiki/President_of_Argentina,Mauricio Macri
4850,What is the name of the capital city of the Tuaran district?,https://en.wikipedia.org/wiki/Kota_Kinabalu,https://en.wikipedia.org/wiki/Tuaran,Mount Tuaran
4851,What was the name of the tropical storm that affected southern Japan in July 2011?,https://en.wikipedia.org/wiki/2011_Pacific_typhoon_season,https://en.wikipedia.org/wiki/Typhoon_Ma-on_(2011),Typhoon Ma-on
4852,Who donated the funding for the museum?,https://en.wikipedia.org/wiki/Smithsonian_Institution,https://en.wikipedia.org/wiki/National_Gallery_of_Art,Charles Lang Freer
4853,"How many certified songs did ""The Closer I Get to You"" win?",https://en.wikipedia.org/wiki/The_Closer_I_Get_to_You,https://en.wikipedia.org/wiki/Luther_Vandross,second
4854,What are the inhabitants of the Deneuille-les-Mines known as?,https://en.wikipedia.org/wiki/Deneuille-les-Mines,https://en.wikipedia.org/wiki/Doyet,Doyétois
4855,What is the largest Hawaii-based church?,https://en.wikipedia.org/wiki/First_Unitarian_Church_of_Honolulu,https://en.wikipedia.org/wiki/New_Hope_Christian_Fellowship,The First Unitarian Church of Honolulu
4856,What is the name of the Missouri-based newspaper that serves Holt County?,https://en.wikipedia.org/wiki/Lester_Holt,"https://en.wikipedia.org/wiki/Maitland,_Missouri",Maitland
4857,Who nominates the Order of the British Empire?,https://en.wikipedia.org/wiki/Order_of_the_British_Empire,https://en.wikipedia.org/wiki/Order_of_the_Companions_of_Honour,King George V
4858,Who won the 1999 Pocono 500?,https://en.wikipedia.org/wiki/1999_Pocono_500,https://en.wikipedia.org/wiki/1999_NASCAR_Winston_Cup_Series,Daytona 500
4859,Who organized the 2019 CONMEBOL South American Under-20 Beach Soccer Championship?,https://en.wikipedia.org/wiki/2019_South_American_Under-20_Beach_Soccer_Championship,https://en.wikipedia.org/wiki/South_American_Under-20_Beach_Soccer_Championship,CONMEBOL
4860,How long was she the President of the Republic's Legislative Assembly?,https://en.wikipedia.org/wiki/President_of_India,https://en.wikipedia.org/wiki/President_of_France,The Legislative Assembly can be dissolved or may remain in suspended animation
4861,How does the name of the district headquarters rank in comparison to other Indian cities?,https://en.wikipedia.org/wiki/Chennai,https://en.wikipedia.org/wiki/Meerut,100
4862,What is the ninth full-length album by indie rock band Low?,https://en.wikipedia.org/wiki/C%27mon_(Low_album),https://en.wikipedia.org/wiki/Evermore_(Taylor_Swift_album),C'mon
4863,What is the dialect spoken in the eastern region of the Tarragona province in Argentina?,https://en.wikipedia.org/wiki/Catalonia,https://en.wikipedia.org/wiki/Sephardi_Jews,empty
4864,What is the name of the largest theatre in Norway?,https://en.wikipedia.org/wiki/Henrik_Ibsen,https://en.wikipedia.org/wiki/Oslo,The National Theatre
4865,When did the 2018–19 Skeleton World Cup begin?,https://en.wikipedia.org/wiki/2018%E2%80%9319_Skeleton_World_Cup,https://en.wikipedia.org/wiki/2017%E2%80%9318_Skeleton_World_Cup,3 December 2018
4866,"What was the name of the local government district in Middlesex, England from 1929 to 1965?",https://en.wikipedia.org/wiki/Yiewsley_and_West_Drayton_Urban_District,https://en.wikipedia.org/wiki/History_of_local_government_districts_in_Middlesex,Yiewsley and West Drayton
4867,What was the name of the reserve team of VfL Bochum?,https://en.wikipedia.org/wiki/VfL_Bochum_II,https://en.wikipedia.org/wiki/Category:VfL_Bochum_II_players,VfL Bochum II
4868,How many members are elected for the city's ward?,https://en.wikipedia.org/wiki/Minneapolis_City_Council,https://en.wikipedia.org/wiki/Chicago_City_Council,13
4869,What is the Above Top Securities index?,https://en.wikipedia.org/wiki/S%26P_500,https://en.wikipedia.org/wiki/Stock_market_index,empty
4870,When was the Vest-Agder County Municipality formed?,https://en.wikipedia.org/wiki/Vest-Agder_County_Municipality,https://en.wikipedia.org/wiki/Aust-Agder_County_Municipality,1 January 1976
4871,How many students regularly attend the school?,https://en.wikipedia.org/wiki/Mainstreaming_(education),https://en.wikipedia.org/wiki/Special_education,empty
4872,Where is the Hôpital Saint-Joseph des Soeurs de la Croix located?,https://en.wikipedia.org/wiki/H%C3%B4pital_Saint_Joseph_des_Soeurs_de_la_Croix,"https://en.wikipedia.org/wiki/Dora,_Lebanon","Dora, Lebanon"
4873,Who is a South Korean television writer?,https://en.wikipedia.org/wiki/Category:South_Korean_television_writers,https://en.wikipedia.org/wiki/Im_Sung-han,Im Sung-han
4874,Who stated that the church possessed a curious stone carving similar to a thigh that would always return by the next day?,https://en.wikipedia.org/wiki/Wikipedia:Today%27s_featured_article/March_2015,"https://en.wikipedia.org/wiki/Old_Church_of_St_Nidan,_Llanidan",Gerald of Wales
4875,For what purpose is the Monroe County Courthouse located?,https://en.wikipedia.org/wiki/Monroe_County_Courthouse_(Indiana),https://en.wikipedia.org/wiki/Monroe_County_Courthouse_(Tennessee),seat of government
4876,In what county is the fullers hamlet?,"https://en.wikipedia.org/wiki/Fullers,_New_York","https://en.wikipedia.org/wiki/Category:Hamlets_in_Albany_County,_New_York",Albany County
4877,What is the population of the city of Rochester?,"https://en.wikipedia.org/wiki/Rochester,_New_York","https://en.wikipedia.org/wiki/Rochester,_Minnesota","205,695"
4878,What is a modern instrument created in the traditional Bolivian style of stringed instruments?,https://en.wikipedia.org/wiki/Charango,https://en.wikipedia.org/wiki/Charanguita,Charanguita
4879,Who founded the first weekly magazine in France?,https://en.wikipedia.org/wiki/List_of_the_oldest_newspapers,https://en.wikipedia.org/wiki/La_Gazette_(France),Théophraste Renaudot
4880,What is the purpose of floor marking tapes?,https://en.wikipedia.org/wiki/Floor_marking_tape,https://en.wikipedia.org/wiki/Spike_(stagecraft),"to mark hazards, divide spaces, create aisles, or provide directions"
4881,What was the name of the football team based in Guayaquil?,https://en.wikipedia.org/wiki/Barcelona_S.C.,https://en.wikipedia.org/wiki/Guayaquil_City_F.C.,Barcelona Sporting Club
4882,Who ejected the Benedictines from the abbey?,https://en.wikipedia.org/wiki/Abbey_of_Echternach,https://en.wikipedia.org/wiki/Solesmes_Abbey,Louis the Pious
4883,"What is the name of the one-room school building located at Hamlin, Monroe County?",https://en.wikipedia.org/wiki/North_Star_School_District_No._11,"https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Monroe_County,_New_York",North Star School District No. 11
4884,What type of carrier was USS Charles F. Hughes?,https://en.wikipedia.org/wiki/Charles_Frederick_Hughes,https://en.wikipedia.org/wiki/List_of_Allied_ships_at_the_Japanese_surrender,DD-428
4885,What was the name of the previously released movie?,https://en.wikipedia.org/wiki/Compilation_film,https://en.wikipedia.org/wiki/List_of_Marvel_Cinematic_Universe_films,compilation film
4886,How many people lived in Rizal in 2015?,https://en.wikipedia.org/wiki/Cainta,"https://en.wikipedia.org/wiki/Baras,_Rizal","322,128"
4887,Who invented the lattice phase equaliser?,https://en.wikipedia.org/wiki/Lattice_phase_equaliser,https://en.wikipedia.org/wiki/Talk%3ALattice_phase_equaliser,Otto Zobel
4888,What is the effective method to detect a specified target in a cluttered scene?,https://en.wikipedia.org/wiki/Point_feature_matching,https://en.wikipedia.org/wiki/Lidar,point feature matching
