id,question,answer,link_1,link_2,predict_answer
737,What is the only clade of this type of mollusc that has been studied by Molecular Phylogenetics?,Cladocera,https://en.wikipedia.org/wiki/Mollusca,https://en.wikipedia.org/wiki/Chordate,Caudofoveata Testaria Polyplacophorans Monoplacophorans Bivalves Scaphopods Gastropods Cephalopods The Testaria hypothesis 73 Morphological analyses tend to recover a conchiferan
738,What's the name of the stadium in Saint-Pierre and Miquelon?,Stade John Girardin,https://en.wikipedia.org/wiki/List_of_football_stadiums_in_Saint_Pierre_and_Miquelon,https://en.wikipedia.org/wiki/Stade_John_Girardin,four outdoor football pitches
739,When was the full contact karate founded?,1988,https://en.wikipedia.org/wiki/Full_contact_karate,https://en.wikipedia.org/wiki/Karate,late 1960s
740,What was the name of the brand of cigar manufactured by Alan Rubin?,Alec Bradley,https://en.wikipedia.org/wiki/Alec_Bradley,https://en.wikipedia.org/wiki/List_of_cigar_brands,Alec Bradley Tempus
741,What was the 2011–12 Russian Women's Football Championship?,the 20th edition,https://en.wikipedia.org/wiki/2011%E2%80%9312_Russian_Championship_(women%27s_football),https://en.wikipedia.org/wiki/2010_Russian_Championship_(women%27s_football),the 20th edition of the Russian premier championship for women's football teams
742,How is autonomy defined in developmental psychology?,"the capacity to make an informed, uncoerced decision",https://en.wikipedia.org/wiki/Autonomy,https://en.wikipedia.org/wiki/Child_development,"the capacity to make an informed, uncoerced"
743,Who was the architect of the current bridge?,Baccio Pontelli,https://en.wikipedia.org/wiki/London_Bridge,https://en.wikipedia.org/wiki/Brooklyn_Bridge,Lord Holford
744,What is the Indo-European word for marmorata?,marmō,https://en.wikipedia.org/wiki/Otter,https://en.wikipedia.org/wiki/Bear,European otter
745,The Half Note Cafe was recorded at the what?,Half Note in Manhattan,https://en.wikipedia.org/wiki/At_the_Half_Note_Cafe,https://en.wikipedia.org/wiki/Half_Note_Club,Half Note Club
746,Where is the topographic feature with an active anorthoclase-phonolite lava lake located?,Inner Crater,https://en.wikipedia.org/wiki/Inner_Crater,https://en.wikipedia.org/wiki/Mount_Erebus,Inner Crater
747,What was relegated to Liga Alef?,Hapoel Beit Shemesh,https://en.wikipedia.org/wiki/1975%E2%80%9376_Liga_Alef,https://en.wikipedia.org/wiki/2012%E2%80%9313_Liga_Alef,All the other clubs which placed sixth to fifteenth
748,What was the name of the character in Lucky Star?,Ayano,https://en.wikipedia.org/wiki/List_of_Lucky_Star_characters,https://en.wikipedia.org/wiki/Lucky_Star_(manga),Konata
749,What did Popper study at the Academy of Fine Arts in Venice?,realism,https://en.wikipedia.org/wiki/J%C3%B8rn_Utzon,https://en.wikipedia.org/wiki/Hugo_Heyrman,empty
750,What is the name of the football club in Singapore?,Singapore FC,https://en.wikipedia.org/wiki/List_of_football_clubs_in_Singapore,https://en.wikipedia.org/wiki/Lion_City_Sailors_FC,Singapore Football Club
751,The what is the name of the landmark in Penang?,The Francis Light Memorial,https://en.wikipedia.org/wiki/Category:Landmarks_in_Penang,"https://en.wikipedia.org/wiki/List_of_tallest_buildings_in_George_Town,_Penang",KOMTAR Tower
752,What was the Gawler station originally named?,Southampton Central,"https://en.wikipedia.org/wiki/Gawler,_South_Australia","https://en.wikipedia.org/wiki/Gawler_South,_South_Australia",North Gawler
753,What does the Echo class refer to?,training ship,https://en.wikipedia.org/wiki/Echo_chamber_(media),https://en.wikipedia.org/wiki/Echo_I,Situation that reinforces beliefs by repetition inside a closed system An echo chamber is an environment where a person only encounters information or opinions that reflect and reinforce their own
754,When was Thomas Bo Eriksson born?,"October 16, 1959",https://en.wikipedia.org/wiki/Thomas_Eriksson_(ice_hockey),https://en.wikipedia.org/wiki/Steven_Erikson,1959
755,Where was the company that created the Atomistix software center located?,"Copenhagen, Denmark",https://en.wikipedia.org/wiki/Atomistix,https://en.wikipedia.org/wiki/Category:Software_companies_of_Denmark,"Copenhagen, Denmark"
756,What is the state of not having enough material possessions or income for a person's basic needs?,Poverty,https://en.wikipedia.org/wiki/Poverty,https://en.wikipedia.org/wiki/Poverty_in_the_United_States,Poverty
757,What was the suspension of the match-fixing scandal?,kick,https://en.wikipedia.org/wiki/List_of_match-fixing_incidents,https://en.wikipedia.org/wiki/Pakistan_cricket_spot-fixing_scandal,empty
758,What is a tricyclic antidepressant?,Imipraminoxide,https://en.wikipedia.org/wiki/Tricyclic_antidepressant,https://en.wikipedia.org/wiki/Tricyclic_antidepressant_overdose,imipramine
759,Who designed the Exchange Building?,John H. Wheeler,https://en.wikipedia.org/wiki/Railway_Exchange_Building_(Chicago),https://en.wikipedia.org/wiki/New_York_Stock_Exchange_Building,Frederick P. Dinkelberg
760,"In what sense is ""private"" a Roman citizen?",pertaining to the Roman people,https://en.wikipedia.org/wiki/Privatus,https://en.wikipedia.org/wiki/History_of_citizenship,"substantive, the term privatus refers to a citizen who is not a public official or a member of the military"
761,When did Edward Löwe die?,24 February 1880,https://en.wikipedia.org/wiki/Ed_Lowe_(businessman),https://en.wikipedia.org/wiki/Edward_L%C3%B6we,"October 4, 1995"
762,What is the name of the park that is located between Sault Ste. Marie and Wawa?,Lake Superior Provincial Park,"https://en.wikipedia.org/wiki/Wawa,_Ontario",https://en.wikipedia.org/wiki/Algoma_Central_Railway,Agawa Canyon
763,Who is the Patriarch of the Northern Patriarchates?,Right Honourable Sri Manuel Amadhu Tilak,https://en.wikipedia.org/wiki/Patriarchate_of_Aquileia,https://en.wikipedia.org/wiki/Ecumenical_Patriarchate_of_Constantinople,patriarch of Aquileia
764,What was the name of the first global tour by Slaughter?,The Slaughter Lions Tour,https://en.wikipedia.org/wiki/Kiss_(band),https://en.wikipedia.org/wiki/Slaughter_(band),"Stick It to Ya, 9"
765,The Papilio benguetanus is endemic to what country?,the Philippines,https://en.wikipedia.org/wiki/Papilio_benguetanus,https://en.wikipedia.org/wiki/Papilio_carolinensis,the Philippines
766,Which Canadian figure skater married into a swimming profession?,Carolyn Skoczen,https://en.wikipedia.org/wiki/Brian_Boitano,https://en.wikipedia.org/wiki/Tracy_Wilson,Brian Boitano
767,When was the GTA formed?,2012,https://en.wikipedia.org/wiki/Greater_Toronto_Area,https://en.wikipedia.org/wiki/Gorkhaland_Territorial_Administration,The Greater Toronto Area
768,When was Pope Francis' decision made for the bishop of Barcelona?,11 July 2014,https://en.wikipedia.org/wiki/Pope_Clement_VII,https://en.wikipedia.org/wiki/Ignacio_Carrasco_de_Paula,2010
769,How high is the landscape of the Büchereck? ,651 m above sea level,https://en.wikipedia.org/wiki/Category:Mountain_passes_of_the_Black_Forest,https://en.wikipedia.org/wiki/Farrenkopf,Farrenkopf
770,How many kills did Johnson kill in the war?,22,https://en.wikipedia.org/wiki/List_of_snipers,https://en.wikipedia.org/wiki/2016_shooting_of_Dallas_police_officers,425
771,Who designed the DS 37 Match Racer?,Jacob Vierø,https://en.wikipedia.org/wiki/DS_37_Match_Racer,https://en.wikipedia.org/wiki/File:Ds_37_matchracer_boat.jpg,Jacob VierøYear1991
772,"How many students in the Buffalo elementary school are enrolled in science, engineering, and health fields?",68070,https://en.wikipedia.org/wiki/University_at_Buffalo,https://en.wikipedia.org/wiki/Buffalo_Public_Schools,106
773,Which world champion did Halard-Decugis once win?,Anthony Meucci,https://en.wikipedia.org/wiki/France_Billie_Jean_King_Cup_team,https://en.wikipedia.org/wiki/Julie_Halard-Decugis,Australian Open
774,American Life reached which number at the Hot 100?,37,https://en.wikipedia.org/wiki/American_Life_(song),https://en.wikipedia.org/wiki/Love_Profusion,37
775,What was the name of the poem that described a capture of a Dutch East India Company ship and her crew?,The Cowardly Dutch,https://en.wikipedia.org/wiki/Flying_Dutchman,https://en.wikipedia.org/wiki/Henry_Hudson,Flying Dutchman
776,How many Great Gower streets exist?,16,https://en.wikipedia.org/wiki/221B_Baker_Street,https://en.wikipedia.org/wiki/It%27s_a_Wonderful_Life,221
777,When was 'The beautiful visit' released?,2018,https://en.wikipedia.org/wiki/A_Beautiful_Day_in_the_Neighborhood,https://en.wikipedia.org/wiki/America_the_Beautiful,"September 7, 2019"
778,What does the Kalwar caste historically belong to?,the distillation of liquor,https://en.wikipedia.org/wiki/Kalwar_(caste),https://en.wikipedia.org/wiki/Kallar_(caste),"Indian caste For the Tamil caste, see Kallar (caste). The Kalwar, (or Kalal, Kalar) are an Indian"
779,What is the name of Wright's first album?,Michelle Wright Christmas,https://en.wikipedia.org/wiki/Gary_Wright,https://en.wikipedia.org/wiki/Betty_Wright,Sunshine Help Me
780,How many deputies are elected every four years?,135,https://en.wikipedia.org/wiki/Chamber_of_Deputies_(Brazil),https://en.wikipedia.org/wiki/Elections_in_Brazil,Chamber of Deputies
781,How many teams competed in the 2013 Women's Rugby League World Cup?,4,https://en.wikipedia.org/wiki/Rugby_League_World_Cup,https://en.wikipedia.org/wiki/2013_Women%27s_Rugby_League_World_Cup,11 titles)Websitewww.rlwc2021
782,What kind of institution is Renton Technical College?,public,https://en.wikipedia.org/wiki/Renton_Technical_College,https://en.wikipedia.org/wiki/List_of_colleges_and_universities_in_Washington,public community college
783,Who originally created SHAZAM?,Kenneth White,https://en.wikipedia.org/wiki/Captain_Marvel_(DC_Comics),https://en.wikipedia.org/wiki/Shazam_(wizard),Bill ParkerC. C. Beck
784,Who took over for Batts after she won the title?,Jeanne Marie Quinn,https://en.wikipedia.org/wiki/Goodfellas,https://en.wikipedia.org/wiki/Raging_Bull,empty
785,How many representatives did South Carolina have in 1930?,7,https://en.wikipedia.org/wiki/1930_United_States_House_of_Representatives_elections,https://en.wikipedia.org/wiki/1930_United_States_House_of_Representatives_elections_in_South_Carolina,56.4
786,What are the flies called that Iran has?,Butterflies,https://en.wikipedia.org/wiki/List_of_airlines_of_Iran,https://en.wikipedia.org/wiki/Grumman_F-14_Tomcat,Iran Air A321
787,Where is the village located?,Slovenia,"https://en.wikipedia.org/wiki/The_Villages,_Florida",https://en.wikipedia.org/wiki/Greenwich_Village,City of Fruitland Park
788,Which state did the 16th Iowa Infantry Regiment serve in?,the Union Army,https://en.wikipedia.org/wiki/16th_Iowa_Infantry_Regiment,https://en.wikipedia.org/wiki/16th_Missouri_Infantry_Regiment_(Confederate),1861
789,What does the Art Gallery on the Quay Arts Centre feature?,"three art galleries, a crafts shop, a 134 capacity theatre, conferencing facilities and a cafe",https://en.wikipedia.org/wiki/The_Quay_Arts,https://en.wikipedia.org/wiki/Brothers_Quay,Cafe Wall
790,How is a bomb's time bomb triggered?,by a timer,https://en.wikipedia.org/wiki/Time_bomb,https://en.wikipedia.org/wiki/Time_bomb_(software),by a timer
791,What is the only newspaper that has had such influence on election results in the UK?,The Sun,https://en.wikipedia.org/wiki/It%27s_The_Sun_Wot_Won_It,https://en.wikipedia.org/wiki/Social_media_use_in_politics,The Sun
792,What was a major military failure in the Pacific War?,Beating the Earthquake,https://en.wikipedia.org/wiki/Military_history_of_the_United_Kingdom_during_World_War_II,https://en.wikipedia.org/wiki/Military_history_of_Italy_during_World_War_II,Germany's planned invasion of the UK
793,Who noted the close relationship between the Monarch and Eritrichium?,Lord Walsingham,https://en.wikipedia.org/wiki/Alps,https://en.wikipedia.org/wiki/List_of_garden_plants,18th-century geologists
794,"The album ""Jefferson Airplane"" was recorded where?",Fillmore East,https://en.wikipedia.org/wiki/Jefferson_Airplane,https://en.wikipedia.org/wiki/Jefferson_Airplane_(album),The first album Slick recorded with Jefferson Airplane was Surrealistic Pillow
795,When did Thanh Huyền start volunteering for the Vietnam Veterans Against the War?,when he was 14,https://en.wikipedia.org/wiki/List_of_songs_about_the_Vietnam_War,https://en.wikipedia.org/wiki/Vi%E1%BB%87t_Nam_Qu%E1%BB%91c_D%C3%A2n_%C4%90%E1%BA%A3ng,June 2014
796,Where did the men's high jump event at the 1969 European Indoor Games take place?,Belgrade,https://en.wikipedia.org/wiki/1969_European_Indoor_Games_%E2%80%93_Men%27s_high_jump,https://en.wikipedia.org/wiki/1969_European_Indoor_Games_%E2%80%93_Men%27s_long_jump,events50 mmenwomen400 mmenwomen800 mmenwomen1500 mmen3000 mmen50 m hurdlesmenwomen4 195 m relaywomen4 390 m relaymenMedley relaymenwomen3 1000 m relaymenField eventsHigh jumpmenwomenPole vaultmenLong jumpmenwomenTriple jumpmenShot putmenwomenvte
797,What was the governing body of bowls in England up to 2007?,The English Bowls Association,https://en.wikipedia.org/wiki/English_National_Bowls_Championships,https://en.wikipedia.org/wiki/2007%E2%80%9308_World_Bowls_Tour,The English Bowls Association
798,What is the name of the largest law school in the state of Arkansas?,University of Arkansas,https://en.wikipedia.org/wiki/University_of_Arkansas_School_of_Law,https://en.wikipedia.org/wiki/List_of_law_schools_in_the_United_States,The University of Arkansas School of Law
799,What was Charles Lenox Remond's ethnicity?,American,https://en.wikipedia.org/wiki/Sarah_Parker_Remond,https://en.wikipedia.org/wiki/Charles_Remond_Douglass,her brothers
800,What is the male plant used for pollination?,The male plants,https://en.wikipedia.org/wiki/Pollination,https://en.wikipedia.org/wiki/Plant_reproductive_morphology,pollen
801,Where did the 2015 Hoff Open take place?,"Moscow, Russia",https://en.wikipedia.org/wiki/2015_Hoff_Open,https://en.wikipedia.org/wiki/2015_Hoff_Open_%E2%80%93_Singles,"Moscow, Russia"
802,What does the color require in order to be used in digital photography?,demosaicing,https://en.wikipedia.org/wiki/Color_photography,https://en.wikipedia.org/wiki/Digital_camera,Bayer filter
803,What was the name of the second Finnish black metal band to emerge from the darker side of metal?,Horna,https://en.wikipedia.org/wiki/Black_metal,https://en.wikipedia.org/wiki/Unblack_metal,Venom
804,What is the second most widely eaten type of meat globally?,poultry,https://en.wikipedia.org/wiki/Poultry,https://en.wikipedia.org/wiki/Pork,pork
805,What was Simon Fuller Productions named after?,Rank Organisation,https://en.wikipedia.org/wiki/Simon_Fuller,https://en.wikipedia.org/wiki/Simon_Cowell,Simon Fuller
806,How many Super Bowls did Bleier win?,3,https://en.wikipedia.org/wiki/Rocky_Bleier,https://en.wikipedia.org/wiki/Super_Bowl_XIV,XXXI
807,What priest was ordered to be executed for his role in the Tanacu exorcism?,Daniel Petre Corogeanu,https://en.wikipedia.org/wiki/Tanacu_exorcism,https://en.wikipedia.org/wiki/Exorcism,Daniel Petre Corogeanu
808,Who was player of the year in 1909?,Coleman Young,https://en.wikipedia.org/wiki/1909%E2%80%9310_Chicago_Maroons_men%27s_basketball_team,https://en.wikipedia.org/wiki/1909%E2%80%9310_IAAUS_men%27s_basketball_season,Pat Page
809,What is the name of the business that operates in Zimbabwe?,Zimswitch,https://en.wikipedia.org/wiki/Air_Zimbabwe,https://en.wikipedia.org/wiki/Zimbabwe,African Airlines Association
810,What position did Julia Coleman hold with the WCTU?,Superintendent,https://en.wikipedia.org/wiki/Department_of_Scientific_Temperance_Instruction,https://en.wikipedia.org/wiki/Frances_Willard,temperance writer
811,How many books has Stephen R. Lawhead written?,over 28 novels,https://en.wikipedia.org/wiki/Stephen_R._Lawhead,https://en.wikipedia.org/wiki/The_Pendragon_Cycle,over 28
812,What was the title of Owen's newspaper?,The Sudan Expatriate,https://en.wikipedia.org/wiki/Jesse_Owens,https://en.wikipedia.org/wiki/Johnny_Owen,the Daily Worker
813,Where did the 1994 Florida Gators play their home games?,Alfred A. McKethan Stadium,https://en.wikipedia.org/wiki/Florida_Gators_football,https://en.wikipedia.org/wiki/Florida_Gators_men%27s_basketball,Gainesville
